lead_id,company_size,industry,location,annual_revenue_lkr,engagement_score,contact_level,demo_requested,model_probability,lead_score,priority,pipeline_stage,converted,action_recommendation
LEAD_0962,Small,Tourism,Colombo,11457549,100,Manager,No,45.587245754008165,56.83,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0963,Medium,Tourism,Kurunegala,112202909,69,Employee,No,58.63661270214509,54.05,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0964,Medium,Agriculture,Anuradhapura,107352227,92,C-Level,No,75.65439568921335,76.55,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0965,Large,Healthcare,Matara,943766807,88,Employee,No,85.60677482531513,74.18,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0966,Large,Finance,Kandy,177524420,58,Employee,No,59.63727747000408,57.52,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0967,Small,IT/Software,Anuradhapura,2955501,100,Manager,Yes,82.43678883634908,73.73,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0968,Medium,Healthcare,Matara,112525008,100,Manager,Yes,89.94390859941205,80.43,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0969,Medium,Manufacturing,Jaffna,148554674,100,Manager,No,69.51594520392035,70.16,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0970,Small,Finance,Negombo,20912208,100,Employee,Yes,70.17115663615073,67.5,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0971,Medium,Education,Jaffna,135166515,94,C-Level,No,84.35829780811278,80.5,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0972,Medium,IT/Software,Negombo,98031404,63,Employee,No,67.43680738966856,56.06,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0973,Medium,Tourism,Anuradhapura,65069631,89,Employee,Yes,82.03871716576165,69.93,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0974,Small,Tourism,Matara,1911061,100,C-Level,Yes,90.69215604213724,82.56,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0975,Large,Finance,Colombo,761067702,100,C-Level,Yes,97.18475032166104,90.1,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0976,Small,Finance,Kurunegala,20432370,100,Manager,Yes,79.84863707831354,74.01,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0977,Large,Agriculture,Negombo,381689204,100,C-Level,No,91.11187361758827,87.0,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0978,Large,Retail,Matara,550474099,26,Manager,No,75.78995988235484,54.44,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0979,Large,Tourism,Colombo,654935264,74,Manager,No,77.41506272043274,70.21,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0980,Small,Retail,Jaffna,6327846,57,Employee,Yes,35.45862244254228,38.11,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0981,Small,IT/Software,Kurunegala,3090223,100,C-Level,Yes,84.22672724315564,81.39,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0982,Medium,Education,Negombo,70450999,78,C-Level,Yes,93.36036723131429,81.04,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0983,Small,IT/Software,Jaffna,24807361,45,Employee,No,24.325716042574854,29.76,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0984,Small,Healthcare,Galle,17189834,34,C-Level,No,31.638473721925408,38.34,LOW,New,0,Nurture campaign - email sequence
LEAD_0985,Small,Manufacturing,Matara,14814803,52,Employee,No,32.84573492048625,36.83,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0986,Large,Agriculture,Colombo,997045608,86,Employee,No,63.311065628460895,67.12,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0987,Large,IT/Software,Kurunegala,591673088,81,Employee,Yes,95.5331895852254,75.53,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0988,Large,Finance,Anuradhapura,430100256,100,Employee,Yes,94.29961222809725,81.47,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0989,Large,Manufacturing,Negombo,628873241,37,Employee,No,58.26652492402954,50.57,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0990,Large,Tourism,Jaffna,720105829,74,Manager,No,66.05436956392406,68.18,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0991,Medium,Tourism,Anuradhapura,134210682,100,Employee,Yes,87.9463881940329,77.78,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0992,Small,Tourism,Negombo,4043745,100,Manager,Yes,71.33743667705309,68.92,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0993,Large,IT/Software,Kurunegala,187125339,46,Employee,No,64.08050395898728,53.21,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0994,Large,Manufacturing,Galle,999668778,54,Employee,Yes,65.27622909321845,57.01,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0995,Medium,Education,Anuradhapura,119516199,70,C-Level,Yes,82.34769452469631,75.27,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0996,Large,IT/Software,Jaffna,276962526,83,C-Level,Yes,93.59999231639873,88.78,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0997,Medium,Education,Jaffna,35128715,93,Employee,Yes,92.06948804378293,76.06,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0998,Large,Education,Negombo,680531071,100,Manager,Yes,97.30158865756056,86.28,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0999,Medium,Healthcare,Kandy,93502587,94,Employee,Yes,89.95368564123764,77.27,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_1000,Large,Tourism,Anuradhapura,212163964,100,C-Level,No,83.44152789908098,84.15,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
